Record identifier,Bureau of Meteorology Station Number,Rainfall district code,Station Name,Month/Year site opened. (MM/YYYY),Month/Year site closed. (MM/YYYY),Latitude to 4 decimal places in decimal degrees,Longitude to 4 decimal places in decimal degrees,Method by which latitude/longitude was derived,State,Height of station above mean sea level in metres,Height of barometer above mean sea level in metres,WMO (World Meteorological Organisation) Index Number,First year of data supplied in data file,Last year of data supplied in data file,Percentage complete between first and last records,Percentage of values with quality flag 'Y',Percentage of values with quality flag 'N',Percentage of values with quality flag 'W',Percentage of values with quality flag 'S',Percentage of values with quality flag 'I',
st,40177,40,PROSTON POST OFFICE                     ,Jan-37,       ,-26.1639,151.6014,GPS            ,QLD,368,      ,     ,1937,2015,96,98,  *,  *,2,0,#
st,40178,40,RATHDOWNEY POST OFFICE                  ,Jan-12,       ,-28.2111,152.865,GPS            ,QLD,101,      ,     ,1912,2015,99,99,  *,0,1,0,#
st,40182,40,GREEN MOUNTAINS                         ,Jan-16,       ,-28.2312,153.1356,GPS            ,QLD,916,      ,     ,1916,2015,88,97,  *,0,3,0,#
st,40183,40,ROSEVALE                                ,Jan-09,       ,-27.8522,152.4797,GPS            ,QLD,101,      ,     ,1909,2015,94,99,  *,0,  *,0,#
st,40184,40,ROSEWOOD WALLOON RD                     ,01/1894,       ,-27.6322,152.5944,GPS            ,QLD,63,      ,     ,1894,2015,98,99,  *,0,1,0,#
st,40186,40,SAMSONVALE                              ,Jan-19,       ,-27.2906,152.8214,GPS            ,QLD,98,      ,     ,1919,2015,98,99,  *,0,1,0,#
st,40188,40,SIM JUE CREEK                           ,Jan-37,       ,-27.2667,152.6272,GPS            ,QLD,155,      ,     ,1937,2015,99,99,  *,0,  *,0,#
st,40189,40,SOMERSET DAM                            ,Jan-36,       ,-27.1147,152.555,GPS            ,QLD,113,      ,     ,1936,2015,99,99,  *,0,  *,0,#
st,40190,40,SOUTHPORT RIDGEWAY AVE                  ,01/1881,       ,-27.9829,153.4056,GPS            ,QLD,17,      ,     ,1885,2015,96,99,  *,  *,  *,0,#
st,40196,40,TALLEBUDGERA GUINEAS CREEK ROAD         ,01/1899,       ,-28.14,153.4293,GPS            ,QLD,13,      ,     ,1899,2015,98,99,  *,0,1,0,#
st,40197,40,MT TAMBORINE FERN ST                    ,01/1888,       ,-27.9695,153.1954,GPS            ,QLD,515,      ,     ,1888,2015,88,99,  *,0,  *,0,#
st,40198,40,TAROME                                  ,Jan-11,       ,-27.9826,152.4996,GPS            ,QLD,137,      ,     ,1911,2015,98,99,  *,0,  *,0,#
st,40199,40,TARONG                                  ,Jan-20,       ,-26.7433,151.8439,GPS            ,QLD,401,      ,     ,1920,2015,99,99,  *,0,  *,0,#
st,40200,40,THEEBINE                                ,01/1893,       ,-25.9483,152.5419,GPS            ,QLD,67,      ,     ,1894,2015,89,99,  *,0,1,0,#
st,40203,40,TIARO                                   ,01/1893,       ,-25.7289,152.5814,GPS            ,QLD,33,      ,     ,1893,2012,86,99,  *,0,1,0,#
st,40205,40,TOOGOOLAWAH POST OFFICE                 ,Jan-09,       ,-27.0878,152.3756,GPS            ,QLD,116,      ,     ,1909,2015,98,98,  *,0,1,0,#
st,40206,40,TRAVESTON                               ,Jan-32,       ,-26.325,152.7869,GPS            ,QLD,81,      ,     ,1932,2015,94,99,  *,0,1,0,#
st,40207,40,TUAN CREEK FOREST STN                   ,Jan-48,       ,-25.6778,152.7928,GPS            ,QLD,38,      ,     ,1948,2015,99,99,  *,0,1,0,#
st,40209,40,POINT LOOKOUT                           ,Feb-97,       ,-27.4361,153.5456,GPS            ,QLD,41,      ,94593,1997,2015,99,98,1,  *,1,0,#
st,40211,40,ARCHERFIELD AIRPORT                     ,Apr-29,       ,-27.5717,153.0078,GPS            ,QLD,12.5,13,94575,1929,2015,97,87,12,0,  *,0,#
st,40212,40,EAGLE FARM RACECOURSE                   ,Jan-20,       ,-27.4279,153.0652,GPS            ,QLD,8.5,      ,     ,1920,2013,99,99,0,0,  *,0,#
st,40224,40,ALDERLEY                                ,01/1899,       ,-27.4193,153.0024,GPS            ,QLD,39,      ,     ,1899,2015,93,99,  *,0,1,0,#
st,40231,40,MANLY RAILWAY STATION                   ,01/1898,       ,-27.4565,153.18,GPS            ,QLD,25,      ,     ,1898,2015,97,99,  *,0,1,0,#
st,40237,40,TOOMBUL BOWLS CLUB                      ,01/1895,       ,-27.3911,153.0628,GPS            ,QLD,22,      ,     ,1895,2015,98,99,  *,0,1,0,#
st,40244,40,SUNNYBANK BOWLS CLUB                    ,01/1888,       ,-27.5756,153.0583,GPS            ,QLD,60,      ,     ,1888,2015,90,99,  *,0,  *,0,#
st,40245,40,TOOWONG BOWLS CLUB                      ,01/1898,       ,-27.4928,152.9933,GPS            ,QLD,10,      ,     ,1898,2014,93,98,  *,0,2,0,#
st,40246,40,WARRAGAI                                ,Jan-24,       ,-26.5539,151.4156,GPS            ,QLD,444,      ,     ,1924,2015,99,99,  *,0,  *,0,#
st,40247,40,LINDFIELD                               ,Jan-23,       ,-26.8422,152.5803,GPS            ,QLD,146,      ,     ,1928,2015,99,99,  *,0,  *,0,#
st,40251,40,WONDAI POST OFFICE                      ,Jan-08,       ,-26.3172,151.8756,GPS            ,QLD,334,      ,     ,1908,2015,98,98,  *,0,1,0,#
st,40255,40,WOOROOLIN POST OFFICE                   ,Jan-10,       ,-26.41,151.815,GPS            ,QLD,473,      ,     ,1910,2015,92,99,  *,0,  *,0,#
st,40258,40,YARRAMAN POST OFFICE                    ,Jan-13,       ,-26.8408,151.9806,GPS            ,QLD,458,      ,     ,1913,2015,87,97,2,0,  *,0,#
st,40259,40,YARRAMAN UPPER                          ,Jan-15,       ,-26.8933,151.8975,GPS            ,QLD,594,      ,     ,1951,2015,99,99,  *,0,  *,0,#
st,40269,40,KARRAGARRA ISLAND                       ,Jan-55,       ,-27.6386,153.3775,DEM 3 Sec SRTM ,QLD,6,      ,     ,1955,2014,98,99,  *,0,  *,0,#
st,40284,40,BEERBURRUM FOREST STATION               ,01/1898,       ,-26.9586,152.9619,GPS            ,QLD,48,      ,95566,1898,2015,59,88,11,0,  *,0,#
st,40289,40,EUMARELLA                               ,Jan-46,       ,-27.1136,151.8517,GPS            ,QLD,487,      ,     ,1946,2015,61,99,1,0,1,0,#
st,40290,40,MAROON                                  ,Jan-10,       ,-28.1725,152.72,GPS            ,QLD,148,      ,     ,1910,2015,61,99,  *,0,  *,0,#
st,40301,40,GLENAVEN                                ,Jan-37,       ,-27.1882,151.9634,GPS            ,QLD,612,      ,     ,1944,2015,76,99,  *,0,  *,0,#
st,40307,40,VINCENT VALE                            ,Jan-61,       ,-26.9664,151.7086,GPS            ,QLD,603,      ,     ,1961,2015,99,99,  *,0,  *,0,#
st,40310,40,MT BERRYMAN                             ,Jan-61,       ,-27.7239,152.3108,GPS            ,QLD,451,      ,     ,1961,2015,99,99,  *,0,1,0,#
st,40312,40,NEW BEITH                               ,Jan-61,       ,-27.7354,152.9443,GPS            ,QLD,69,      ,     ,1961,2015,97,95,  *,0,4,0,#
st,40317,40,RANGE VIEW                              ,Jan-61,       ,-27.7508,152.6664,GPS            ,QLD,53,      ,     ,1961,2015,99,99,  *,0,  *,0,#
st,40319,40,ROCKY POINT SUGAR MILL                  ,Jan-56,       ,-27.7349,153.3273,GPS            ,QLD,3,      ,     ,1956,2015,96,95,  *,  *,5,0,#
st,40320,40,FORT LYTTON                             ,Jan-64,       ,-27.4128,153.1506,GPS            ,QLD,11,      ,     ,1964,2014,99,99,  *,0,1,0,#
st,40326,40,ASHGROVE BOWLS CLUB                     ,Jan-64,       ,-27.4428,152.9744,GPS            ,QLD,30,      ,     ,1964,2008,98,98,  *,0,2,0,#
st,40329,40,ATKINSONS DAM                           ,Apr-97,       ,-27.42,152.4506,GPS            ,QLD,75,      ,     ,1997,2015,100,98,1,0,  *,0,#
st,40334,40,BIGGENDEN TM                            ,Jun-97,       ,-25.5097,152.0456,GPS            ,QLD,125,      ,     ,2001,2014,85,0,100,0,0,0,#
st,40335,40,MT TAMBORINE ALERT                      ,Feb-97,       ,-27.9694,153.2133,GPS            ,QLD,520,      ,     ,2000,2015,99,1,99,0,0,0,#
st,40341,40,WONGAWALLAN ALERT                       ,Mar-98,       ,-27.8794,153.2139,               ,QLD,360,      ,     ,2000,2015,96,1,99,0,0,0,#
st,40343,40,WAMURAN                                 ,Jan-15,       ,-27.0397,152.8678,GPS            ,QLD,33,      ,     ,1915,2015,60,99,1,0,  *,0,#
st,40345,40,LUSCOMBE ALERT                          ,Aug-97,       ,-27.8064,153.2072,               ,QLD,260,      ,     ,2000,2015,98,1,99,0,0,0,#
st,40365,40,WOOLOOGA                                ,01/1890,       ,-26.0528,152.3919,GPS            ,QLD,79,      ,     ,1964,2012,99,99,0,0,1,0,#
st,40374,40,FRANKLYN VALE                           ,01/1885,       ,-27.7594,152.4564,GPS            ,QLD,105,      ,     ,1886,2015,96,99,1,0,  *,0,#
st,40376,40,TYUNGUN ALERT                           ,Aug-97,       ,-28.0867,153.1594,GPS            ,QLD,200,      ,     ,2000,2015,94,1,99,0,0,0,#
st,40383,40,GREENSLOPES PRIVATE HOSPITAL            ,Jan-65,       ,-27.5119,153.045,GPS            ,QLD,39,      ,     ,1965,2015,63,92,3,0,5,0,#
st,40385,40,MINMORE                                 ,Jan-20,       ,-26.5539,151.6678,GPS            ,QLD,479,      ,     ,1922,2015,63,99,  *,0,1,0,#
st,40386,40,KENILWORTH BRIDGE                       ,01/1893,       ,-26.5892,152.7322,               ,QLD,85,      ,     ,1959,1978,88,99,0,0,1,0,#
st,40387,40,LINVILLE                                ,Jan-56,       ,-26.8242,152.2741,GPS            ,QLD,140,      ,     ,1967,2011,77,99,0,0,1,0,#
st,40388,40,UPPER TENTHILL                          ,Jun-59,       ,-27.6342,152.2206,GPS            ,QLD,139,      ,     ,1959,2015,99,99,  *,0,  *,0,#
st,40390,40,TEDDINGTON WATERWORKS                   ,Jan-50,       ,-25.6502,152.6646,GPS            ,QLD,28,      ,     ,1953,2015,91,99,  *,0,  *,0,#
st,40394,40,MOUNT BARNEY                            ,Jan-67,       ,-28.2321,152.7829,GPS            ,QLD,227,      ,     ,1967,2015,99,98,  *,0,1,0,#
st,40395,40,FORDSDALE                               ,Jul-53,       ,-27.7183,152.1211,GPS            ,QLD,252,      ,     ,1953,2015,99,99,  *,0,  *,0,#
st,40396,40,MALENY DENNING RD                       ,Jan-27,       ,-26.7778,152.8033,GPS            ,QLD,489,      ,     ,1927,2015,97,99,  *,0,  *,0,#
st,40397,40,MT WHITESTONE                           ,Jan-50,       ,-27.6683,152.1592,GPS            ,QLD,180,      ,     ,1951,2015,97,99,  *,0,  *,0,#
st,40400,40,MOORANG                                 ,Jan-19,       ,-27.9065,152.4736,GPS            ,QLD,163,      ,     ,1919,2015,90,99,  *,0,1,0,#
st,40403,40,BUARABA                                 ,Jan-52,       ,-27.3981,152.3553,GPS            ,QLD,134,      ,     ,1953,2014,97,99,  *,0,  *,0,#
st,40405,40,HERVEY BAY AIRPORT                      ,Mar-99,       ,-25.322,152.8817,GPS            ,QLD,13,13,95565,1999,2015,99,67,33,  *,  *,0,#
st,40407,40,LUMEAH                                  ,Jan-31,       ,-28.0557,153.033,GPS            ,QLD,132,      ,     ,1934,2015,70,99,  *,0,1,0,#
st,40408,40,CARBROOK LONGLAND ROAD                  ,Jan-67,       ,-27.6843,153.2809,GPS            ,QLD,14,      ,     ,1967,2015,29,97,1,0,1,0,#
st,40412,40,TOOGOOM                                 ,Jan-67,       ,-25.2483,152.6636,GPS            ,QLD,4,      ,     ,1967,2015,94,99,1,0,  *,0,#
st,40413,40,CENTRAL KERRY                           ,Jan-67,       ,-28.1556,153.0401,GPS            ,QLD,152,      ,     ,1967,2015,99,99,  *,0,  *,0,#
st,40416,40,CLEARVIEW TM                            ,Oct-67,       ,-28.0017,153.3083,GPS            ,QLD,3,      ,     ,1969,2015,23,18,82,0,  *,0,#
st,40417,40,MIAMI BARDON AVE                        ,Jan-68,       ,-28.0686,153.4241,GPS            ,QLD,5,      ,     ,1968,2015,94,94,  *,  *,6,0,#
st,40424,40,WEST HALDON                             ,Nov-15,       ,-27.755,152.0814,GPS            ,QLD,336,      ,     ,1915,2015,92,99,  *,0,  *,0,#
st,40428,40,BRIAN PASTURES                          ,Jul-68,       ,-25.655,151.745,GPS            ,QLD,131,      ,     ,1955,2014,99,97,3,  *,  *,0,#
st,40430,40,URANGAN HIBISCUS ST                     ,Jan-69,       ,-25.2825,152.8994,GPS            ,QLD,3,      ,     ,1969,2015,99,99,1,0,  *,0,#
st,40436,40,GATTON DAFF RESEARCH STN                ,Jan-68,       ,-27.5456,152.3289,GPS            ,QLD,98,      ,     ,1968,2014,99,97,3,0,  *,0,#
st,40440,40,KALBAR                                  ,Jan-58,       ,-27.9233,152.6008,               ,QLD,67,      ,     ,2010,2010,100,100,0,0,0,0,#
st,40445,40,HARRISVILLE                             ,01/1890,       ,-27.8133,152.6417,               ,QLD,46,      ,     ,1896,1896,86,100,0,0,0,0,#
st,40447,40,RHONDA                                  ,Jan-53,       ,-27.9902,152.461,GPS            ,QLD,185,      ,     ,1953,2015,99,99,  *,0,1,0,#
st,40449,40,PLACID HILLS                            ,Jan-70,       ,-27.5572,152.2308,GPS            ,QLD,125,      ,     ,1970,2015,99,99,1,0,1,0,#
st,40451,40,TOOLARA FORESTRY                        ,Jan-70,       ,-25.9963,152.8335,GPS            ,QLD,49,      ,     ,1970,2015,98,93,4,0,3,0,#
st,40455,40,DUNOLLIE                                ,Jan-48,       ,-25.85,151.3667,               ,QLD,152,      ,     ,1950,2015,99,99,1,0,  *,0,#
st,40458,40,CAPALABA WATER TREAT                    ,Jan-71,       ,-27.5314,153.1825,GPS            ,QLD,28,      ,     ,1971,2015,99,99,1,0,1,0,#
st,40460,40,MOUNT COTTON FARM                       ,Jan-66,       ,-27.6081,153.2381,GPS            ,QLD,56,      ,     ,1966,2015,98,96,  *,0,3,0,#
st,40463,40,OXLEY                                   ,Jan-71,       ,-27.5797,152.9875,GPS            ,QLD,28,      ,     ,1971,2015,99,99,  *,0,1,0,#
st,40469,40,MARODIAN HOMESTEAD                      ,Jan-23,       ,-25.8694,152.3172,GPS            ,QLD,77,      ,     ,1929,2015,61,96,1,0,3,0,#
st,40476,40,KEPERRA COUNTRY GOLF CLUB               ,Jan-72,       ,-27.4094,152.9525,GPS            ,QLD,76,      ,     ,1972,2011,93,95,0,0,5,0,#
st,40478,40,FRASER ISLAND EURONG                    ,Jan-72,       ,-25.5047,153.1292,GPS            ,QLD,9,      ,     ,1972,2015,75,91,  *,0,9,0,#
st,40480,40,PERSEVERANCE DAM                        ,Jan-71,       ,-27.2883,152.1239,GPS            ,QLD,470,      ,     ,1971,2015,99,99,  *,0,  *,0,#
st,40481,40,BORUMBA DAM                             ,Jan-60,       ,-26.5039,152.5861,GPS            ,QLD,151,      ,     ,1960,2015,99,99,  *,0,1,0,#
st,40485,40,WILSONS PEAK                            ,Jan-19,       ,-28.249,152.5232,GPS            ,QLD,637,      ,     ,1928,2015,66,99,  *,0,  *,0,#
st,40486,40,YABBA STATION                           ,Jan-12,       ,-26.6061,152.4392,GPS            ,QLD,507,      ,     ,1913,2015,93,99,  *,0,  *,0,#
st,40490,40,CARNEYS CREEK THE RANCH                 ,Jan-72,       ,-28.2086,152.5389,GPS            ,QLD,268,      ,     ,1972,2015,99,98,  *,0,1,0,#
st,40492,40,YIELO                                   ,Jan-72,       ,-26.67,152.5139,GPS            ,QLD,532,      ,     ,1972,2013,91,95,0,0,5,0,#
st,40493,40,HOMELEIGH                               ,Jan-12,       ,-27.78,152.5346,GPS            ,QLD,96,      ,     ,1912,2015,53,99,  *,0,1,0,#
st,40500,40,EMBREYS BRIDGE                          ,Jan-74,       ,-26.6403,151.9431,GPS            ,QLD,357,      ,     ,1976,2015,96,97,1,0,1,0,#
st,40503,40,TALLEGALLA ALERT                        ,Jan-78,       ,-27.6075,152.58,               ,QLD,60,      ,     ,2000,2015,98,1,99,0,  *,0,#
st,40516,40,COOMERA FOXWELL ROAD                    ,Sep-97,       ,-27.8429,153.3502,GPS            ,QLD,20,      ,     ,1997,2015,97,93,2,0,4,0,#
st,40517,40,MCKENZIE CREEK                          ,Jan-53,       ,-27.1953,152.7539,GPS            ,QLD,104,      ,     ,1953,2015,99,99,  *,0,  *,0,#
st,40524,40,LITTLE NERANG DAM                       ,Jan-26,       ,-28.1444,153.2858,GPS            ,QLD,177,      ,     ,1926,2015,98,99,  *,0,1,0,#
st,40525,40,KIAMBA                                  ,Jan-52,       ,-26.5936,152.9036,GPS            ,QLD,154,      ,     ,1952,2014,94,98,  *,0,2,0,#
st,40531,40,BOONDALL                                ,Jan-73,       ,-27.3486,153.0647,GPS            ,QLD,6,      ,     ,1975,2015,92,97,1,0,2,0,#
st,40534,40,WUNBURRA                                ,Jan-53,       ,-28.1629,153.2641,GPS            ,QLD,566,      ,     ,1953,2015,95,98,  *,0,2,0,#
st,40537,40,DUNWICH                                 ,Jan-60,       ,-27.4973,153.4078,GPS            ,QLD,17,      ,     ,1960,2015,78,88,2,0,10,0,#
st,40542,40,MACLEAN BRIDGE                          ,Jan-59,       ,-27.7866,153.0153,GPS            ,QLD,27,      ,     ,1983,2015,100,99,1,0,  *,0,#
st,40544,40,BROMFLEET                               ,Jan-27,       ,-27.9125,153.1022,GPS            ,QLD,57,      ,     ,1994,2013,78,94,1,0,6,0,#
st,40550,40,NUMINBAH                                ,Jan-28,       ,-28.2452,153.2369,GPS            ,QLD,355,      ,     ,1928,2015,99,99,  *,0,  *,0,#
st,40555,40,TOOLARA (KELLY)                         ,Oct-97,       ,-25.9713,152.8609,GPS            ,QLD,143,      ,94558,1997,2015,99,67,33,0,0,0,#
st,40578,40,DAYBORO                                 ,Oct-95,       ,-27.2114,152.8025,GPS            ,QLD,85,      ,     ,1920,2011,13,98,0,0,2,0,#
st,40583,40,WIDGEE                                  ,Jan-29,       ,-28.2714,153.0742,GPS            ,QLD,267,      ,     ,1929,2015,99,99,  *,0,1,0,#
st,40584,40,HINZE DAM                               ,Jan-74,       ,-28.0481,153.2875,GPS            ,QLD,110.7,      ,     ,1975,2015,99,99,  *,0,  *,0,#
st,40606,40,UPPER MUDGEERABA WATER                  ,Jan-74,       ,-28.1056,153.3286,GPS            ,QLD,128,      ,     ,1974,2015,99,98,  *,0,2,0,#
st,40607,40,SPRINGBROOK ROAD                        ,Dec-81,       ,-28.2031,153.2719,GPS            ,QLD,681,      ,     ,1981,2015,99,98,1,0,2,0,#
st,40609,40,ELANORA WATER TREATMENT PLANT           ,Jan-35,       ,-28.1178,153.4457,GPS            ,QLD,4,      ,     ,1940,2015,54,99,  *,0,1,0,#
st,40635,40,DANEWOOD VALE                           ,Jan-63,       ,-26.8369,152.4914,GPS            ,QLD,172,      ,     ,1963,2015,96,99,  *,0,1,0,#
st,40644,40,TIARO TOWNSHIP                          ,Jan-75,       ,-25.7275,152.5825,GPS            ,QLD,53,      ,     ,1999,2015,99,98,1,0,1,0,#
st,40651,40,JIMNA FORESTRY                          ,Jan-76,       ,-26.6644,152.4606,GPS            ,QLD,523,      ,94557,1999,2015,97,67,33,0,  *,0,#
st,40659,40,GREENBANK THOMPSON ROAD                 ,Jan-75,       ,-27.6956,152.9408,GPS            ,QLD,77,      ,     ,1975,2015,96,96,  *,0,4,0,#
st,40671,40,KILLARA                                 ,Jan-57,       ,-26.2839,151.1897,GPS            ,QLD,348,      ,     ,1957,2015,99,99,  *,0,  *,0,#
st,40672,40,WITHCOTT                                ,Jan-74,       ,-27.5486,152.0236,GPS            ,QLD,261,      ,     ,1974,2015,99,99,1,0,  *,0,#
st,40674,40,MT STANLEY STATION                      ,Jul-77,       ,-26.6614,152.2003,GPS            ,QLD,219,      ,     ,1977,2015,99,98,1,0,2,0,#
st,40675,40,TOWNSON                                 ,Jan-77,       ,-27.9097,152.3886,               ,QLD,268,      ,     ,1977,2014,99,99,0,0,1,0,#
st,40677,40,MAROON DAM                              ,Jan-71,       ,-28.1752,152.6557,GPS            ,QLD,231,      ,     ,1971,2015,97,99,  *,0,  *,0,#
st,40679,40,BAUPLE EAST TM                          ,Jan-56,       ,-25.8222,152.7211,GPS            ,QLD,18,      ,     ,1994,1994,100,100,0,0,0,0,#
st,40686,40,BEENHAM VALLEY RD                       ,Jan-78,       ,-26.1842,152.8208,GPS            ,QLD,144,      ,     ,1978,2015,90,98,  *,0,2,0,#
st,40688,40,MIVA                                    ,Jan-09,       ,-25.9575,152.4919,GPS            ,QLD,44,      ,     ,1993,2015,99,97,2,0,1,0,#
st,40693,40,HIGHVALE                                ,Jan-54,       ,-27.3786,152.8164,GPS            ,QLD,98,      ,     ,1954,2015,82,99,  *,0,  *,0,#
st,40695,40,PALMWOODS                               ,Jan-30,       ,-26.6842,152.9589,               ,QLD,40,      ,     ,1951,2015,99,98,  *,0,2,0,#
